,query,correct,thesis,antithesis,synthesis,context
38,Who was born first Neil LaBute or H. Bruce Humberstone?,H. Bruce Humberstone,Neil LaBute,"""The winner gets $100.""",the correct option is H. Bruce Humberstonesince the other options is not mentioned in the context,"H. Bruce ""Lucky"" Humberstone (November 18, 1901 – October 11, 1984) was a movie actor (as a child), a script clerk, an assistant director, working with directors such as King Vidor, Edmund Goulding and Allan Dwan and, ultimately, a director. Neil N. LaBute (born March 19, 1963) is an American film director, screenwriter, playwright and actor. He is best-known for a play that he wrote and later turned into a film, ""In the Company of Men"" (1997), which won awards from the Sundance Film Festival, the Independent Spirit Awards, and the New York Film Critics Circle. He wrote and directed the films ""Possession"" (2002) (based on the A.S. Byatt novel), ""The Shape of Things"" (2003) (based on his play of the same name), ""The Wicker Man"" (2006), ""Some Velvet Morning"" (2013), and ""Dirty Weekend"" (2015). He directed the films ""Nurse Betty"" (2000), ""Lakeview Terrace"" (2008), and ""Death at a Funeral"" (2010). LaBute created the TV series ""Billy & Billie"", writing and directing all of the episodes and is also creator of ""Van Helsing"". He also directed several episodes for shows such as ""Hell on Wheels"" and ""Billions""."
39,Were Eatza Pizza and Your Pie founded in the same state?,no,yes,"The reference text explicitly mentions both companies were established within different years; however,it doesnot provide information about their founding location. Therefore we need more details before making any conclusion regarding this topic",the correct option is nosince the other options is not mentioned in the context,"Eatza Pizza was a buffet-style restaurant chain founded in Arizona in 1997. As recently as 2007, it was one of the largest all-buffet pizza chains in the United States, with 112 locations in 14 states and Puerto Rico. Your Pie is an American fast casual pizza concept, that was started in Athens, Georgia in 2008 by Drew French, and operates as a restaurant franchise with 58 locations across the United States. Your Pie provides customizable 10-inch pizzas and build-your-own panini sandwiches and bread bowl salads. Your Pie uses brick ovens to cook pizzas at a high temperature for a short amount of time. Gelato (Italian ice cream), craft beer and wine are also available. The interior décor differs from store to store, but all locations blend “old Italian” style with a modern, artistic approach."
40,Who is younger Mary Ramsey or Lee Ranaldo ?,Mary Ramsey,Mary Ramsey,Mary,the correct option is Mary Ramseysince the other options is not mentioned in the context,"Lee Mark Ranaldo (born February 3, 1956) is an American musician, singer-songwriter, guitarist, writer, visual artist and record producer, best known as a co-founder of the alternative rock band Sonic Youth. In 2004, ""Rolling Stone"" ranked Ranaldo at number 33 on its ""Greatest Guitarists of All Time"" list. In May 2012, ""Spin"" published a staff selected top 100 guitarist list, ranking Ranaldo and his Sonic Youth bandmate Thurston Moore together at number 1. Mary Ramsey (born 24 December 1963), a resident of Buffalo, New York, is a member of folk rock duo John & Mary and lead singer and violinist for the American alternative rock band 10,000 Maniacs. Ramsey has also worked with other well-known artists such as Jackson Browne, Goo Goo Dolls, Billy Bragg, Warren Zevon, Alex Chilton and Ani DiFranco."
41,Which of the following is best known for publicly championing a terminal patient's right to die via physician-assisted suicide: Christy Canyon or Jack Kevorkian?,Jacob Kevorkian,Jack Kevorkian,"The appropriate response would then need to match up against this previous suggestion:
""The appropriate response here needs to refer back towards his public advocacy efforts around terminally ill individuals having access over their own life choices.""",the correct option is Jacob Kevorkiansince the other options is not mentioned in the context,"Jacob ""Jack"" Kevorkian ( ; May 26, 1928 – June 3, 2011) was an American pathologist and euthanasia proponent. He is best known for publicly championing a terminal patient's right to die via physician-assisted suicide; he claimed to have assisted at least 130 patients to that end. He was often portrayed in the media with the name of ""Dr. Death""; however, many consider him a hero, as he helped set the platform for reform. He famously said, ""Dying is not a crime"". Christy Canyon (born June 17, 1966) is a retired pornographic actress and American radio personality. She is an inductee of the AVN and XRCO Hall of Fame."
42,Sojourners and KO Magazine share what publication format?,magazine,magazine,'magazines',the correct option is magazinesince the other options is not mentioned in the context,"Sojourners magazine is a progressive monthly publication of the American Christian social justice organization Sojourners, which arose out of the Sojourners Community. It was first published in 1971 under the original title of ""The Post-American"". The magazine publishes editorials and articles on Christianity and politics, the church and social issues, social justice, and Christian living. Articles frequently feature coverage of fair trade, interfaith dialogue, peacemaking, and work to alleviate poverty. The offices of the magazine are in Washington, D.C. KO Magazine was a popular United States boxing magazine. It was first published in 1980, to compete with ""The Ring""."
43,In between Memphis International Airport and Southwest Georgia Regional Airport which one is in Tennessee?,Memphis International Airport,Memphis International Airport,The reference text explicitly states where each location mentioned above lies geographically relative to its surroundings as well as within what state they are situated so it makes sense here since we have two airports being compared against themselves rather than other entities like cities etc..,the correct option is Memphis International Airportsince the other options is not mentioned in the context,"Southwest Georgia Regional Airport (IATA: ABY, ICAO: KABY, FAA LID: ABY) is a city owned, public use airport located three nautical miles (6 km) southwest of the central business district of Albany, a city in Dougherty County, Georgia, United States. It is served by commercial passenger airlines. Memphis International Airport (IATA: MEM, ICAO: KMEM, FAA LID: MEM) is a civil-military airport seven miles (11.2 km) southeast of downtown Memphis in Shelby County, Tennessee, United States."
44,"Which airport is closer to Cleaveland, Ohio, Luis Muñoz Marín International Airport or Rickenbacker International Airport?",Rickenbacker International Airport,Luis Muñoz Marín International Airport,"The reference text states both airports are close but does not specify their proximity relative to Cleveland.""",the correct option is Rickenbacker International Airportsince the other options is not mentioned in the context,"Luis Muñoz Marín International Airport (IATA: SJU, ICAO: TJSJ, FAA LID: SJU) (Spanish: ""Aeropuerto Internacional Luis Muñoz Marín"" , Or Isla Verde International Airport/Aeropuerto Internacional de Isla Verde) is a joint civil-military international airport named for Puerto Rico's first democratically elected governor and located in suburban Carolina, Puerto Rico, 3 mi southeast of San Juan. It is the busiest airport in the Caribbean region by passenger traffic. Over 4 million passengers board a plane at the airport per year according to the Federal Aviation Administration. Rickenbacker International Airport (IATA: LCK, ICAO: KLCK, FAA LID: LCK) is a civil-military public airport 10 mi south of downtown Columbus, near Lockbourne in southern Franklin County, Ohio, United States. The south end of the airport extends into Pickaway County. The base was named for flying ace and Columbus native Eddie Rickenbacker. It is managed by the Columbus Regional Airport Authority, which also operates John Glenn Columbus International Airport and Bolton Field. Rickenbacker International is primarily a cargo airport for the city of Columbus, although since 2012 it has served an increasing number of passenger flights as well as charter carriers."
45,What profession do Kōbō Abe and Agatha Christie share?,playwright,crime novelist,"I would like you to consider this:
 - Both authors have written many books
- They are both famous

Now let me ask another set up similar but different enough so as it does no give away my secret!
What professions did two well-known people who were born over half-a-century apart from each other hold?

If your reader thinks about all three parts they will come close if not exactly right!",the correct option is playwrightsince the other options is not mentioned in the context,"Dame Agatha Mary Clarissa Christie, Lady Mallowan, DBE (""née"" Miller; 15 September 1890 – 12 January 1976) was an English crime novelist, short story writer and playwright. She is best known for her 66 detective novels and 14 short story collections, particularly those revolving around her fictional detectives Hercule Poirot and Miss Marple. She also wrote the world's longest-running play, a murder mystery, ""The Mousetrap"", and six romances under the name Mary Westmacott. In 1971 she was elevated to Dame Commander of the Order of the British Empire (DBE) for her contribution to literature. Kōbō Abe (安部 公房 , ""Abe Kōbō"" ) , pseudonym of Kimifusa Abe (安部 公房 , ""Abe Kimifusa"" , March 7, 1924 – January 22, 1993) , was a Japanese writer, playwright, photographer and inventor. Abe has been often compared to Franz Kafka and Alberto Moravia for his modernist sensibilities and his surreal, often nightmarish explorations of individuals in contemporary society."
46,"Jinchang and Liling, are located in which country?",China,China,The text explicitly states where both cities were situated,the correct option is Chinasince the other options is not mentioned in the context,"Liling () is a county-level city and the 12th most populous county-level division in Hunan Province, China; it is under the administration of Zhuzhou prefecture-level City. Located on the middle eastern margin of the province, the city is bordered to the north by Liuyang City, to the west by Lusong District and Zhuzhou County, to the south by You County, to the east by Xiangdong District of Yichun, Shangli County of Jiangxi. Liling City covers 2,157 km2 with registered population of 978,900 and resident population of 1,060,000 (as of 2015). Jinchang () is a prefecture-level city in the centre of Gansu province, People's Republic of China, bordering Inner Mongolia to the north."
47,What type of vegetation does Fothergilla and Clerodendrum have in common?,plants,plants,The plant produces small white flowers followed by red fruits which are eaten quickly after ripening,the correct option is plantssince the other options is not mentioned in the context,"Clerodendrum is a genus of flowering plants in the family Lamiaceae. Its common names include glorybower, bagflower and bleeding-heart. It is currently classified in the subfamily Ajugoideae, being one of several genera transferred from Verbenaceae to Lamiaceae in the 1990s, based on phylogenetic analysis of morphological and molecular data. Fothergilla (witch alder) is a genus of two or three species of flowering plants in the family Hamamelidaceae, native to woodland and swamps of the southeastern United States."
48,"Which director is American, Mark L. Lester or Ken Loach?",Mark L. Lester,Mark L. Lester,"""I do.""",the correct option is Mark L. Lestersince the other options is not mentioned in the context,"Mark L. Lester (born November 26, 1946) is an American film director, screenwriter, and producer. He is best known as a prolific director of cult films including the disco musical ""Roller Boogie"", the vigilante thriller film ""Class of 1984"", the Stephen King-adaptation ""Firestarter"" (1984), the Arnold Schwarzenegger action film ""Commando"" (1985), and the action-comedy ""Armed and Dangerous"" (1986), starring John Candy, Eugene Levy, and Meg Ryan. Kenneth Charles Loach (born 17 June 1936) is an English director of television and independent film. He is known for his socially critical directing style and for his socialist ideals, which are evident in his film treatment of social issues such as poverty (""Poor Cow"", 1967), homelessness (""Cathy Come Home"", 1966) and labour rights (""Riff-Raff"", 1991, and ""The Navigators"", 2001)."
49,"Which band has more members, Muse or The Raconteurs?",The Raconteurs,The Raconteurs,"""The Racontuers""",the correct option is The Raconteurssince the other options is not mentioned in the context,"The Raconteurs , also known as The Saboteurs in Australia, is an American rock supergroup that was formed in Detroit, Michigan, featuring four musicians associated with earlier musical projects: Jack White (formerly of The White Stripes, currently The Dead Weather, as well as solo), Brendan Benson (solo), Jack Lawrence (of The Greenhornes, Blanche and The Dead Weather), and Patrick Keeler (also of The Greenhornes). Muse are an English rock band from Teignmouth, Devon, formed in 1994. The band consists of Matt Bellamy (lead vocals, guitar, piano, keyboards), Chris Wolstenholme (bass guitar, backing vocals, keyboards) and Dominic Howard (drums, percussion)."
50,"What magazine an American monthly food and lifestyle magazine founded in 1987, Cooking Light or Hot Rod?",Cooking Light,Cooking Light,The cooking light,the correct option is Cooking Lightsince the other options is not mentioned in the context,"Hot Rod is a monthly American car magazine devoted to hot rodding, drag racing, and muscle cars — modifying automobiles for performance and appearance. Cooking Light is an American monthly food and lifestyle magazine founded in 1987. Each month, the magazine includes approximately 100 original recipes as well as editorial content covering food trends, fitness tips, and other culinary and health-related news."
51,"Which tennis player has received a higher World singles ranking, Xavier Malisse or Virginia Wade?",Virginia Wade,Xavier Malisse,"The highest rank achieved by each person are:
-   **Malise:** Ranked #**World Number 18**
-   *Wade:* Highest Ranking =#*world no.*",the correct option is Virginia Wadesince the other options is not mentioned in the context,"Xavier Malisse (born 19 July 1980) is Belgian retired professional tennis player. Born in the north-western Flemish city of Kortrijk and nicknamed ""X-Man"", he is only one of two players from Belgium (the other being David Goffin) to have been ranked in the top 20 of the ATP tour, with a career-high singles ranking of World No. 19. Sarah Virginia Wade, (born 10 July 1945) is a former professional tennis player from Great Britain. She won three Grand Slam singles championships and four Grand Slam doubles championships, and is the only British woman in history to have won titles at all four Grand Slam tournaments. She was ranked as high as No. 2 in the world in singles, and No. 1 in the world in doubles."
52,Who was born first George Marshall or Allan Dwan ?,Allan Dwan,George Marshall,"The birth date difference suggests it would have had to've happened this way:
- If they were both alive at once then either person might still exist today
but since we're talking about two people who are no longer living,
it must mean there wasn’t enough time left over after their deaths",the correct option is Allan Dwansince the other options is not mentioned in the context,"George E. Marshall (December 29, 1891 – February 17, 1975) was an American actor, screenwriter, producer, film and television director, active through the first six decades of movie history. Allan Dwan (3 April 1885 – 28 December 1981) was a pioneering Canadian-born American motion picture director, producer and screenwriter."
53,"Who completed more books in their lifetime, Anne Frank or John Kennedy Toole?",John Kennedy Toole,John Kennedy Toole,"""The diary Of A young girl"", by anne frank",the correct option is John Kennedy Toolesince the other options is not mentioned in the context,"John Kennedy Toole ( ; December 17, 1937 – March 26, 1969) was an American novelist from New Orleans, Louisiana, whose posthumously published novel ""A Confederacy of Dunces"" won the Pulitzer Prize for Fiction. He also wrote ""The Neon Bible"". Although several people in the literary world felt his writing skills were praiseworthy, Toole's novels were rejected during his lifetime. After suffering from paranoia and depression due in part to these failures, he committed suicide at the age of 31. Annelies Marie ""Anne"" Frank (] ; ] ; 12 June 1929 – February or March 1945) was a German-born diarist. One of the most discussed Jewish victims of the Holocaust, she gained fame posthumously following the publication of ""The Diary of a Young Girl"" (originally ""Het Achterhuis""; English: ""The Secret Annex"" ), in which she documents her life in hiding from 1942 to 1944, during the German occupation of the Netherlands in World War II. It is one of the world's most widely known books and has been the basis for several plays and films."
54,"Die Meistersinger von Nürnberg and Iphigénie en Aulide, are which type of music drama?",opera,opera,"""Opera""

Explanation:
Die Meister singer v o nN urn bergand Ip higen ie e na u l id ere two works classified as Operaby their respective authors",the correct option is operasince the other options is not mentioned in the context,"Die Meistersinger von Nürnberg (] ; ""The Master-Singers of Nuremberg"") is a music drama (or opera) in three acts, written and composed by Richard Wagner. It is among the longest operas commonly performed, usually taking around four and a half hours. It was first performed at the Königliches Hof- und National-Theater, today the home of the Bavarian State Opera, in Munich, on 21 June 1868. The conductor at the premiere was Hans von Bülow. Iphigénie en Aulide (""Iphigeneia in Aulis"") is an opera in three acts by Christoph Willibald Gluck, the first work he wrote for the Paris stage. The libretto was written by François-Louis Gand Le Bland Du Roullet and was based on Jean Racine's tragedy ""Iphigénie"". It was premiered on 19 April 1774 by the Paris Opéra in the second Salle du Palais-Royal and revived in a slightly revised version the following year."
55,Were Up and The Watercolor released in the same year?,yes,yes,Yes,the correct option is yessince the other options is not mentioned in the context,"Up is a 2009 American 3D computer-animated comedy-adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures. Directed by Pete Docter, the film centers on an elderly widower named Carl Fredricksen (Ed Asner) and an earnest young ""Wilderness Explorer"" (a fictional youth group similar to the Boy Scouts) named Russell (Jordan Nagai). By tying thousands of balloons to his home, Carl sets out to fulfill his dream to see the wilds of South America and complete a promise made to his late wife, Ellie. The film was co-directed by Bob Peterson, with music composed by Michael Giacchino. ""The Watercolor (Tr: Suluboya)"" is a 2009 Turkish animated film, directed by Cihat Hazardağlı. The film went on nationwide general release on November 13, 2009."
56,Are David Gordon Green and Larry Hagman both actors?,no,yes,"The reference text states they are indeed filmmakers but does it explicitly state if either were ever involved professionally within acting?
Yes",the correct option is nosince the other options is not mentioned in the context,"Larry Martin Hagman (September 21, 1931 November 23, 2012) was an American film and television actor, director and producer best known for playing ruthless oil baron J.R. Ewing in the 1980s primetime television soap opera ""Dallas"" and befuddled astronaut Major Anthony ""Tony"" Nelson in the 1960s sitcom, ""I Dream of Jeannie"". David Gordon Green (born April 9, 1975) is an American filmmaker. He has directed dramas such as ""George Washington"", ""All the Real Girls"", and ""Snow Angels"", as well as the thriller ""Undertow"", all of which he wrote or co-wrote. In 2008, he transitioned into comedy, directing the films ""Pineapple Express"" and ""Your Highness"", as well as episodes of the HBO comedy ""Eastbound & Down"". In 2013, he returned to his more dramatic roots with the independent film ""Prince Avalanche"". Since then, he has worked between the two genres, directing the films ""Joe"", ""Manglehorn"" and ""Our Brand Is Crisis"", and episodes of the television comedy-drama ""Red Oaks"", which he also executive produces."
57,Are Calochone and Adlumia both plants?,yes,yes,The word plant refers broadly but specifically enough so it includes all types such as trees shrubs grasses etc...,the correct option is yessince the other options is not mentioned in the context,"Adlumia is a genus of two species in the Papaveraceae family. One species, ""A. fungosa"", is commonly known as the Allegheny vine, climbing fumitory, or mountain fringe. It is found in the eastern US, north of VA and TN, as far west as IA and MN, as well as in eastern Canada. The other species, ""A. asiatica"", is native to Korea and immediately neighbouring parts of China and southeast Russia. Calochone is a genus of flowering plants in the Rubiaceae family. The genus is found in Cameroon, Gabon, Cabinda Province, Republic of the Congo, and Democratic Republic of the Congo."
58," Which species, Cardwellia or Ochagavia, is native to South America?",Ochagavia,Cardwellia,'Ochavagina',the correct option is Ochagaviasince the other options is not mentioned in the context,"Cardwellia is a genus of a sole described species of large trees, constituting a part of the plant family Proteaceae. The species Cardwellia sublimis (northern silky oak) grows naturally only (endemic) in the rainforests of the wet tropics region of north eastern Queensland, Australia. Other common names include bull oak, golden spanglewood, lacewood, oak and oongaary. The compound leaves have up to 17 leaflets. It produces white inflorescences followed by woody fruits which are prominently displayed outside the canopy. Ochagavia is a genus of the botanical family Bromeliaceae, subfamily Bromelioideae. The genus is named for Sylvestris Ochagavia, Chilean minister of education. Endemic to southern and central Chile (including the Juan Fernández Islands), this genus is represented by four accepted species."
59,Are Grasshopper and Sake bomb both types of drinks?,yes,yes,"The reference text states,""A grasshopper...is [an]...after dinner-drink."" Furthermore,it says,""Grasshoppper""drink derived form colour.",the correct option is yessince the other options is not mentioned in the context,"A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink derives from its green color, which comes from crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and was invented by its owner, Philip Guichet. The drink gained popularity during the 1950s and 1960s throughout the American South. The sake bomb or sake bomber is a beer cocktail made by pouring sake into a shot glass and dropping it into a glass of beer."
60,"Who was born first, Joe Manganiello or Kirk Kerkorian?",Kerkor Kerkorian,Joe Manganiello,The reference text states explicitly which person came into existence earlier than another; thus it would seem reasonable at this point to conclude without further ado that you are expected hereafter always henceforth from now onwards forevermore eternally everlastingly perpetually permanently immutably unchangeable immutable unfaltering unwaveringly steadfast sturdily resolute rock solid irrevocabliy irreversible incontrovertibly indubitably unquestioned doubtless surefire safe bet guaranteed cinch lock no contest hands down beyond any shadow of a doublt absolutely positively undoubtedly definitely certifiabl y verifiable bona fides authentic genuine legit kosher certified true fact truth undeniabe proof evidence affidavit attestation testimonial declaration statement assertion allegation averment avowal vow oath promise affirmation confirmation corroboration substantiation documentation paperwork voucher receipt bill invoice tally tabulation record transcript log ledger register archive file folder cabinet drawer shelf bin rack stack crate carton box package parcel shipment delivery freight cargo consignment container vessel ship boat airplane jet airliner rocket spacecraft shuttle orbiter satellite probe telescope observatory laboratory lab bench table desk workstation console terminal computer microchip chip circuit board motherboard processor CPU central processing unit GPU graphics card video adapter VGA SVGA HDMI DVI USB IEEE1394 FireWire Thunderbolt PCI PCIe expansion slot port socket jack plug cord cable wire filament fiber optic strand waveguide antenna dish radar sonar lidar LIDAR laser infrared ultraviolet X-ray gamma ray neutron proton electron positron mu mesons tau lepton quarks gluons bosoms fermions tachyon graviton photon neutrino dark matter black hole white holes wormholes time machine space-time continuum multiverse parallel universe alternate reality virtual realty augmented reallity mixed-reality holographic projection head-mounted display visr headset hmd goggles glasses spectacles eyeglasses eye wear ocular apparatus optical instrument ophthalmic device vision aid assistive technology prosthetic cybernetics bionics transhumanism singularity post-human robotics robot cyborg android drone exoskeleton,the correct option is Kerkor Kerkoriansince the other options is not mentioned in the context,"Joseph Michael Manganiello ( ; ] ; born December 28, 1976) is an American actor. He played Flash Thompson in Sam Raimi's ""Spider-Man"" trilogy and had various recurring roles in television on ""ER"", ""How I Met Your Mother"", and ""One Tree Hill"", before landing his breakout role as werewolf Alcide Herveaux on the HBO television series ""True Blood"". In 2011, he was voted ""Favorite Pop-Culture Werewolf of All Time"" by the readers of ""Entertainment Weekly"", and one of ""Men's Health""'s ""100 Fittest Men of All Time"". Kerkor ""Kirk"" Kerkorian (June 6, 1917 – June 15, 2015) was an Armenian-American businessman, investor, and philanthropist. He was the president and CEO of Tracinda Corporation, his private holding company based in Beverly Hills, California. Kerkorian is known for having been one of the important figures in the shaping of Las Vegas and, with architect Martin Stern, Jr. described as the ""father of the mega-resort"". He built the world's largest hotel in Las Vegas three times: the International Hotel (opened in 1969), the MGM Grand Hotel (1973) and the MGM Grand (1993). He purchased the Metro-Goldwyn-Mayer movie studio in 1969."
61,Is Lysichiton and Ageratum geus in the same family?,no,no,The previous suggestion about yes being incorrect seems reasonable because both genera belong to different families namely araceae & asteracaea respectively,the correct option is nosince the other options is not mentioned in the context,"Lysichiton is a genus in the family Araceae. These plants are known commonly as skunk cabbage or less often as swamp lantern. The spelling Lysichitum is also found. The genus has two species, one found in north-east Asia (Japan and Russian Far East), the other in north-west America (Aleutians to Santa Cruz County in California). Ageratum ( ), (whiteweed in the USA), is a genus of 40 to 60 tropical and warm temperate flowering annuals and perennials from the family Asteraceae, tribe Eupatorieae. Most species are native to Central America and Mexico but four are native to the United States."
62,Which breed of dog is now extinct: Chinese Crested Dog or the Chien-gris?,Chien-gris,Chinese Crested Dog,The appropriate response would have been `the Chien-gir'`.,the correct option is Chien-grissince the other options is not mentioned in the context,"The Chinese crested dog is a hairless breed of dog. Like most hairless dog breeds, the Chinese crested comes in two varieties, with and without fur, which are born in the same litter: the Powderpuff and the Hairless. The Chien-gris a.k.a. Gris de Saint-Louis (""Grey St. Louis Hound"") was a breed of dog, now extinct, which originated in Medieval times. Like the Chien de Saint-Hubert it was a scenthound, and formed part of the royal packs of France, which were composed, from about 1250 till 1470, exclusively of hounds of this type. According to King Charles IX, (1550–1574) they supposedly were introduced to France through Saint Louis (i.e. King Louis IX, 1226–1270), who had encountered these hounds while a prisoner during the Crusades, and subsequently received some as a gift. Old writers on hunting liked to ascribe an ancient and remote origin to their hounds, and these were claimed to be originally from Tartary."
63,"Richard Yates published a work by the name of ""Eleven Kinds of Loneliness"", one of Italo Calvino's best known works was of the same genre and named what?","""Cosmicomics""",Cosmicomics,"The previous information suggests it must have either Invisible cities as its title which would make this statement true:
Answer:""It does indeed! I am aware he wrote such books like invisible city.""
Or if cosmicomic were mentioned then we'd get here
""I see you are right about my mistake!""
But neither option seems likely so let me try again later",the correct option is Cosmicomicssince the other options is not mentioned in the context,"Italo Calvino (] ; 15 October 1923 – 19 September 1985) was an Italian journalist and writer of short stories and novels. His best known works include the ""Our Ancestors"" trilogy (1952–1959), the ""Cosmicomics"" collection of short stories (1965), and the novels ""Invisible Cities"" (1972) and ""If on a winter's night a traveler"" (1979). Richard Yates (February 3, 1926 – November 7, 1992) was an American fiction writer, identified with the mid-century ""Age of Anxiety"". His first novel, ""Revolutionary Road"", was a finalist for the 1962 National Book Award. His first short story collection, ""Eleven Kinds of Loneliness"", brought comparisons to James Joyce. His critical acclaim, however, was not reflected in commercial success during his lifetime, though interest in Yates has revived somewhat since his death, partly because of an influential 1999 essay by Stewart O'Nan in the Boston Review, a 2003 biography by Blake Bailey and the 2008 Academy Award-nominated and Golden Globe-winning film ""Revolutionary Road"", starring Kate Winslet and Leonardo DiCaprio."
64,Are Patrick White and Katherine Anne Porter both writers?,yes,yes,The reference text states they are indeed authors so it would make sense if we were referring back into this same paragraph about them being famous Authors,the correct option is yessince the other options is not mentioned in the context,"Patrick Victor Martindale White (28 May 191230 September 1990) was an Australian writer who is widely regarded as one of the most important English-language novelists of the 20th century. From 1935 to 1987, he published twelve novels, three short-story collections and eight plays. Katherine Anne Porter (May 15, 1890 – September 18, 1980) was an American journalist, essayist, short story writer, novelist, and political activist. Her 1962 novel ""Ship of Fools"" was the best-selling novel in America that year, but her short stories received much more critical acclaim. She is known for her penetrating insight; her work deals with dark themes such as betrayal, death and the origin of human evil. In 1990, Recorded Texas Historic Landmark number 2905 was placed in Brown County, Texas, to honor the life and career of Porter."
65,Alan Furst and Lee Child are what?,British authors,British authors,"The candidates were:
['Authors', 'Novelists']
We already knew they wrote Novels so we chose Authors",the correct option is British authorssince the other options is not mentioned in the context,"James D. ""Jim"" Grant (born 29 October 1954), primarily known by his pen name Lee Child, is a British author who writes thriller novels, and is most well-known for his ""Jack Reacher"" novel series. The books follow the adventures of a former American military policeman, Jack Reacher, who wanders the United States. His first novel, ""Killing Floor"", won both the Anthony Award, and the Barry Award for Best First Novel. Alan Furst (born February 20, 1941) is an American author of historical spy novels. Furst has been called ""an heir to the tradition of Eric Ambler and Graham Greene,"" whom he cites along with Joseph Roth and Arthur Koestler as important influences. Most of his novels since 1988 have been set just prior to or during the Second World War and he is noted for his successful evocations of Eastern European peoples and places during the period from 1933 to 1944."
66,Which publication is published more often: Modern Drummer or Bookmarks?,Modern Drummer,Modern Drummer,I do,the correct option is Modern Drummersince the other options is not mentioned in the context,"Bookmarks is a bimonthly American literary magazine dedicated to general readers, book groups, and librarians. It carries the tagline, ""For everyone who hasn't read everything."" Launched in 2002, ""Bookmarks"" summarizes and distills published book reviews and includes articles covering classic and contemporary authors, ""best-of"" genre reading lists, reader recommendations, and book group profiles. It was named a ""Best New Magazine"" shortly after its debut by Library Journal. ""Bookmarks"" magazine is based in Langhorne, Pennsylvania. It was previously headquartered in Chapel Hill, North Carolina. Modern Drummer is a monthly publication targeting the interests of drummers and percussionists. The magazine features interviews, equipment reviews, and columns offering advice on technique, as well as information for the general public. ""Modern Drummer"" is also available on the internet."
67,Mindless Self Indulgence and Tappi Tíkarrass are both what?,band,band,The mindlessly self-indulgently named electro-punks have released four albums since forming back in ’97; they’ve toured with everyone who matters – including Limp Bizkit!,the correct option is bandsince the other options is not mentioned in the context,"Mindless Self Indulgence (often shortened to MSI) is an American electropunk band formed in New York City in 1997. Their music has a mixed style which includes punk rock, alternative rock, electronica, techno, industrial, hip hop and breakbeat hardcore. Their group name is derived from an Ayn Rand quote found in the book ""Atlas Shrugged"". Tappi Tíkarrass was an Icelandic punk band which added elements of funk, rock and jazz to their music, marking a difference from other traditional bands at that time. The band is also considered the first serious music project of now renowned singer Björk Guðmundsdóttir."
68,Are both Simon Wincer and Patrice Leconte film directors?,yes,yes,In addition to being filmmakers they are actors too so it would make sense if their names were added together into this new name called Simpatricelonte which stands,the correct option is yessince the other options is not mentioned in the context,"Simon Wincer (born 1943 in Sydney) is an Australian film director and film producer. He attended Cranbrook School, Bellevue Hill, Sydney from 1950 to 1961. On leaving school he worked as a stage hand at TV Station Channel 7. By the 1980s he directed over 200 hours of television. In 1986 he directed the made-for-TV movie ""The Last Frontier"" and also won a Christopher Award. Patrice Leconte (] ; born 12 November 1947) is a French film director, actor, comic strip writer, and screenwriter."
69,Robinsons and Pocari Sweat are both what kind of product?,drink,drink,The word food does describe some products made my either companies but they do make drinks as well so this would have worked if you had narrowed down your search more before asking me here!,the correct option is drinksince the other options is not mentioned in the context,"Pocari Sweat (ポカリスエット , Pokari Suetto ) is a Japanese sports drink, manufactured by Otsuka Pharmaceutical It was launched in 1980, and is now also available in East Asia, Southeast Asia, and the Middle East. Robinsons is an English fruit drink brand owned by Britvic. Robinsons has a royal warrant from Queen Elizabeth II and was an independent company until 1995 when it was acquired by Britvic. The Robinsons range includes Fruit Shoot, Fruit Squash, No Added Sugar Fruit Squash, Fruit & Barley, Barley Water, Select and Squash'd; the range formerly also included Fruit Spring. For the Diamond Jubilee of Elizabeth II, Strawberry and Cream was added to the range."
70,Did both Carl Boese and Franco Zeffirelli direct and produce film?,yes,yes,The reference text states they were directors/ producers so it would make sense if their careers overlapped at some point,the correct option is yessince the other options is not mentioned in the context,"Carl Boese (] ; 26 August 1887 – 6 July 1958) was a German film director, screenwriter and producer. He directed 158 films between 1917 and 1957. Franco Zeffirelli, KBE Grande Ufficiale OMRI (] ; born 12 February 1923) is an Italian director and producer of operas, films and television. He is also a former senator (1994–2001) for the Italian centre-right ""Forza Italia"" party. Recently, Italian researchers have found that he is one of the few distant relatives of Leonardo da Vinci."
71,"Ian Hunter and Stuart Murdoch, have which musical occupation in common?",lead singer,lead singer,The two musicians are both singers,the correct option is lead singersince the other options is not mentioned in the context,"Ian Hunter Patterson (born 3 June 1939), known as Ian Hunter, is a British singer-songwriter who is best known as the lead singer of the English rock band Mott the Hoople, from its inception in 1969 to its dissolution in 1974, and at the time of its 2009 and 2013 reunions. Hunter was a musician and songwriter before joining Mott the Hoople, and continued in this vein after he left the band. He embarked on a solo career despite ill health and disillusionment with commercial success, and often worked in collaboration with Mick Ronson, David Bowie's sideman and arranger from the ""Ziggy Stardust and the Spiders from Mars"" period. Stuart Lee Murdoch (born 25 August 1968) is a Scottish musician, writer and filmmaker, and the lead singer and songwriter for the indie pop band Belle and Sebastian."
